tic,longitude,latitude
SILC,34.9280894,32.1666492
CENL,-71.14708099999999,42.555713049999994
BRHI,138.5577503,-35.0173679
SMBC,-80.87540562979083,36.789636198786496
PUFF,-74.03699217018814,40.989098464459474
AEO,-79.9606724,40.4282854
ILI.1,-0.3212063,52.5513845
ADC,-83.243169013989,42.58402098697187
DTIIQ,-83.4113822759388,41.91761774318838
DNBF,-75.70352574795238,40.0064373
VLDS,-88.3461696784675,39.4832674
CUBE.,-121.91435744629297,37.403000199999994
SNAP,-118.4534426,34.0165266
CFPI,103.8185795,1.266437
MROI,-71.2451765607079,42.514547500000006
0573B,-78.84059674077801,35.88077955
IR,-79.053488,33.839669
MTNX,153.1544071,-27.7614316
TLDAY,12.544796,55.653577
HFY.,-79.3931497,43.6476577
JRBK,-74.97992910679388,40.21710476231119
KST,-73.97227245489567,40.75775605
MITY,-85.39149573809524,40.50868669047619
LFED,-76.6943689071251,39.2614813
LEHMQ,-73.97420850309221,40.755263049999996
3ALRC.,-74.05544187806,42.95032588803181
NKTR,-122.3885744,37.7706935
JOSB,-76.84329935135135,39.586774324324324
LYBC,0.7309549000000021,51.33978675
KZL,120.965365,14.6134542
PUMP,-102.10954764800081,31.97154669260249
ATOM.1,4.349922,50.8460873
PSSI,-81.587486,30.252
USEYQ,-72.929225,41.301033
ZZZ1,-73.97803991574585,40.76087985
FLEX,103.95041165050336,1.33357745
DVCR,-80.73664797060466,35.13493435805055
BOYD.,-93.358742,43.877199
HERC,-71.09817269187779,42.32594086373671
EMRT,-93.3582369,44.9737836
CPD,-71.39298844919435,42.060113099999995
PULB,-90.4933266,38.6811427
GRLF,8.7952074,45.6662045
ADVZF,-118.3967975,33.9303708
STKR,-71.2407609,42.7799279
OMRP,-122.65616909701087,45.52182475
CNBF,-111.96848220833333,41.06064958333333
RKIGF,-82.828562,42.2953586
BTH,-78.9114455,35.966532
SACH,-72.50302701881938,42.37599792042979
PDSG,-115.08688874841818,36.07515752688039
CCMTF,-79.25966329216936,43.855860899999996
IBIS,8.5305365,49.5186446
MMR,-90.0799198,29.9528584
MGB,18.3940861,-33.912131
MEDP.,-90.9708089,38.3385697
CEGMF,-46.6777869,-14.758854
MERX,-89.57809222222222,44.94264594444444
3FRES,-97.04921798988724,32.76189865863906
NPSP,-2.26578,52.1597385
SSD,-121.89929123690509,37.6825051
IFMK,-79.745779,32.801626
3IPIDZ,-77.454894,42.443877
SJK.,-78.3101529164729,38.05440997907356
3TRPS,-90.3345791699392,38.623043104255736
KCP,-80.05594648979591,26.756815142857143
REKR,-122.8501889,49.2008405
LJPC,-117.212647,32.884621
EBLU,-94.678746,38.919687
ESS,49.8865821,40.3817259
Q.B.1,-123.11706681000857,49.287525599999995
VRDN,-84.00842190526298,45.478722857708014
IMAX,-79.66400437068788,43.51633845
COB,-80.84341662007895,35.21263433131777
NLG.,-64.78279055279478,32.29308255
RBKV,-76.09937216890218,36.840003747483756
GEER,-73.868455,40.6515658
GLFD,-76.53061895098,39.26703205
VFLX,-118.89900392405129,34.282415762758134
PSMB,-88.0302198,41.8224599
3BPXS,-5.4334464,40.8596207
PSMC,-88.0302198,41.8224599
FTMTQ,-0.0758302,51.4567196
PSMG,-88.0302198,41.8224599
PSMM,-88.0302198,41.8224599
SRW,-75.991281,36.873918
BGIO,-89.7950008,35.1851978
HCC,-86.883023,38.7913433
AAI,-81.33263802316375,28.422183252162245
NETS,-46.6388021,-23.562723
HMNF,-92.47754023860996,44.02828232282118
RAWL,-94.8805922,40.3495521
ITGR.1,-79.01302,36.934879
GRNB,120.9814277,14.6039261
JILL,-71.02466572607605,42.229865849999996
STEH.1,-76.65616230197075,39.24425345
FDP,-71.47546456578264,43.02940994867013
CBMD,-76.80346061200771,39.18025795
AHMS,151.148013,-33.6906915
EGCO,-73.20951846187606,41.28586618042696
VBAC,-97.29892661703178,32.82343445
IBML,-92.843317,39.224849
THRD,-74.9101460330412,40.23090049379513
PFSB,-74.25734859036399,40.809628161113984
3TKSSE,-76.08861528282829,40.33557596969697
MATW,-114.4780365,36.4791419
KB,126.9264689,37.5193662
APF,18.3940861,-33.912131
GEO,-86.2513103,39.8837818
HME,-76.15286051893622,43.0508174
RFMI,-96.83442019749101,32.9375773
CIMA,-76.539193,38.300802
MPAC,-82.02106663043479,33.48453869565217
TARO,35.0544979,32.808841
MLR,-1.8130508,52.5028752
GOOS,-79.46397980817167,43.6954839
MDA.2,-121.6660272,37.149462
SPCT,-122.01936969918951,37.411749893964924
ARD,4.381619522034313,50.8462851
TMRC,-98.99983608288565,31.745692376055256
ESXMF,145.0238665,-37.815552
ADTN,150.7388378,-34.8471483
NBGGY,21.7445417,38.242784
ASVI,-73.93020088580862,41.1227080199887
FUSA,-117.174303,32.911862
TRAC,-73.9788748135085,40.6872647
HRBF,-1.1200436,53.9562157
TWRAQ,-72.6134165,44.9952745
WCFB.1,-93.820597,42.453677
MPS,-79.206393,35.504093
3MKRHZ,-112.0272899,40.7202381
KATX,-52.9423428,47.5343657
BDGPA,0.6890551,51.7400615
KAAC,44.5109849,40.1802742
YEXT,-81.82109497080437,38.06206237091884
CFON,-77.83748802952373,34.260500902145765
METR,-76.80504149475902,40.30607055
HCOR,-77.81848683606941,37.62135189999999
XNVAY,-0.113955,51.4097193
FFFD,-121.5555231,38.3988295
PNBK,-71.4920738,42.9627124
WAVXQ,-71.77146214569149,42.51148516777705
HQBD,-77.81848683606941,37.62135189999999
DAR,-97.618997,35.4791793
IDEV,-92.843317,39.224849
FLMK,-70.89249394237578,42.79704715
HEXO,-75.91441984929244,45.343554850000004
WVVI,-86.8619503,36.2095814
TVF,103.8583839,1.295351
CULBF,-79.36314112331637,43.83321667974358
ARIA,153.0579556,-27.4823705
TRNDQ,-73.93829635529138,40.58008675
3LBTM,-76.6160858,39.2952324
TDF,103.8583839,1.295351
OSKY,-81.58273110204081,28.562932204081633
BOBJY,-1.6851216,48.1199561
CRF.Z,-82.52974996471227,35.53719773992425
ACS,-70.3182766,43.6007945
MTSN,-121.93750442624588,37.4750104
TESS,-78.915162,35.896362
HBKS,-72.53777905454787,42.08309514682906
PONE,26.1714721,-26.16441
GSSC,-74.01441859133114,40.7147553
PRU1,-75.21429714285715,43.10007418367347
DKIN,-1.7935356,50.7488735
XPRSA,0.029469,51.5204672
FFHH,-94.300543,45.309486
GGT,121.0632913678474,14.58391585
SOUDQ,-117.88763151020409,34.002398285714285
PRIA,-71.238639,42.5126576
PGDA,-96.96022346938776,32.884793928571426
CSAOY,-70.6239064,-33.3931197
MLIN,-121.8900179,37.3966131
TENG,30.9176785,29.9929632
LFRGY,2.2798865,48.8690066
NUSA,-90.72043459075304,42.49245243190636
O,-96.1930087,19.2101841
HMLSF,-77.86470356344086,34.221419299999994
EDEL,-117.331221,34.140843
CNRSQ,-74.42238906300076,40.86291508584072
SSYS,-118.1585717,33.9977985
SPVM.1,-88.0302198,41.8224599
XSHQ,-88.0302198,41.8224599
CMSV,144.4914115,-38.0016121
KNX,-80.2273101,25.791798
WCSTF,-80.33448447589481,43.164201863948215
DUK6,-83.6879505,43.013363625000004
AZPN,-71.24501777362138,42.509013350000004
KEP,126.7855205,35.0244525
AMO.2,-73.97905350481889,40.762999699999995
CVLG,-84.3327459,34.1674563
JPIB,-73.97561496589915,40.7558452
MRSA.,-74.0637343,40.7413512
OPT.1,-70.2456485,44.1083956
FMCI.1,-73.96959947410672,40.76144825
OMX.1,-81.53521089091421,41.46192055
BSB.1,-95.40219834326398,32.104438008904886
CSI.1,-84.55517399993742,41.60878827322416
FTI,-0.0986261,51.5141742
TCAM,-93.187651,44.833689
IMDS,-80.16257843072884,26.207778705440596
NWBI,-74.010752,41.498475
IIONQ,-80.063443,26.709809
PCLE,-122.05177594015667,37.387071851022206
MEG.2,-78.6337078859301,35.790045223505395
CWNH,-93.47206509695245,35.31743410767225
PSA.1,18.8317714,-34.1138087
FLBC,0.1803611,51.5776705
INRSA,-122.7339262,38.4492947
PVD,-2.9517254,35.2949303
BIKEQ,-71.56631076281613,42.87594520505827
COF,-77.21255699396264,38.924485063065454
CVNA,-111.9697282,33.4294578
CLDR,-92.19693923361974,34.75782449776507
FLSCQ,-87.91620661210482,43.09656532886862
3LBPZE,-73.733602,40.949995
TSA.Z,-80.197902,26.801014
THLC,-79.7817535,40.4299319
CMDI.1,-68.2166943,-16.5266613
DIMC,-112.01272987309657,41.49187056845139
PWSV.1,-1.9111114,52.4784122
TLWT,-0.14283501971853635,51.521195649999996
3CALI,-71.3277909,42.8928759
CMXX,-97.6682383,30.6201608
3MARK,-79.9671019841356,36.119296267715356
ZYME,-122.1999653,47.6183304
URGN,-6.6542783,54.3586851
ALAB,150.8838969,-34.4818809
COHT,-81.51385106041188,41.461322007872916
BHVN,-111.9611953337556,41.07208610317827
CDOR,-83.9274265,38.0433581
DMAX.1,-83.9272082,34.6338949
CPHC,0.9913841,51.2537206
RYG,-79.63020293448703,43.76738086654052
AM,-105.00107602845168,39.7524612
OVID,-88.3461696784675,39.4832674
LPTI,-73.8419695,42.4141787
EUGS,-74.0107570034372,40.707633650000005
APOL,-112.01498642518027,33.41281551781761
AGT,-92.843317,39.224849
AVRT,-73.16660697569935,41.19707133794571
MRGN,-71.4230117,42.9323914
SBGA,-84.31591025161237,33.91717980573162
BSY.1,-0.328903,51.4851005
STM,6.101580186895607,46.16472975000001
CAPA.,-122.185596,47.608068
APLX,-0.2804733,52.5338221
MCRL,-85.8984049,38.1225472
RGUS,24.7318139,-26.9586657
GTAX,-73.642143,43.3220975
IPW.,-79.84797075510204,32.831677163265304
RSAS,-71.25315178784314,42.5184487
USAP,-75.054992,39.47881
LTFD,-97.7566022,30.2657768
BNT.1,-79.3896703,43.8585492
EVIX,-0.0846045,51.5196469
UVSLQ,-112.0738521,33.4481033
BTGI.,-77.33682274342202,38.8610878
EXIV,-0.0846045,51.5196469
VMOT,-75.35482176696537,39.98919165806745
ESINQ,-86.1561918,39.8713912
APCC,-118.15161720274857,33.789473349999994
AASP,-115.17018079408585,36.0695728
TLLEQ,-97.3167668,32.7663801
APPN,-77.21780054452111,38.93254465
HEOP,-83.42617360860083,39.53082713966599
FVNB,-111.8920853,40.4277888
INDG.1,5.7038389,50.8415642
GSOC,-80.13834530493112,26.128086331813357
SFBC.1,-71.15754382412311,41.7267656
BSXT,-76.8602964,37.9131963
CAFI.,-94.51053028571428,39.102155
SKVY,-76.6462628,39.2552186
CKFB,-78.48691311111111,38.03062258585858
GDVD,-117.180672,33.138185
ASV,-73.93020088580862,41.1227080199887
DYXC,Manual,Manual
FFBT,-78.9047407,37.4912541
BTO,-87.8801472,41.8715418
3PNEC,-74.1849045,40.594539
BLCA.1,-122.31656909291873,37.55008134348874
CVLL,-121.841472,39.773555
GLGI,-118.24277388252476,34.02454848423687
CLNW,-98.313528,29.580795
DBOT,-76.0632914,39.2079889
FMCB,-75.44841757929562,43.225655787266035
FBTT,-71.0296453,42.3953154
NVOSD,-95.4281301,40.051713
IMGI,-122.67330967676767,45.40757978787879
ESIC,-71.1023571,42.1292857
JUVF,-2.181054571444953,54.0897577
FIND.1,-94.3953813,44.4456433
JPST,-73.97561496589915,40.7558452
BTCA,-73.2353481989652,40.8150608
PRPH,-75.14474143707339,40.31527167331483
SMCC,-92.1712214,47.8093222
LSNU,-73.781394,43.062782
0059A,-84.35087437018055,33.9271128
HZFS,-79.4606662,46.3118542
3MISAF,-0.9174715,51.1698084
NSIT,-111.966588,33.356523
ADSP,-67.72335361214532,46.92915345027635
WEST.2,-79.940196,37.263333
OSTX,-93.3875431,37.2355716
RCII,-79.7688493,36.0841087
FKFS,-73.655035,43.2938356
3KNICQ,-117.6804092,33.6636893
DZTKQ,16.316222,48.2001376
BRKS,0.6181849938739108,52.19358185
SMTL,-114.36026292254176,48.24303076288473
TCPI.1,-80.18915824844599,26.102329973650747
ISSI,-84.0496921,35.9147475
LSBI,9.215488950000001,48.824258
SGH,-5.9405579,54.5895797
MSBF.1,-73.0595772,41.5561944
3PLCOE,-117.15043512925433,33.14048645
LUXYQ,2.8954166,42.6977119
GMGCQ,-122.04202159106835,37.389426800050636
MYMX,6.6603722,46.5424301
PSCO,-75.378922,40.62192075
ACRO,-75.5713751,39.8391134
PCBC.1,-110.766315875,43.480139750000006
GSTRF,-87.8198238367347,43.56655722448979
DSTR,-74.61387092857143,39.253054285714285
OAKT,-121.9959918,37.3739796
ITC.EC,-71.118114515625,41.754141359375
MBBC,-117.72326076733978,34.08087886024067
OFISQ,-111.925973,40.866804
MENB,-52.7394745,47.6032679
MVL,-81.10674455102041,32.04792385714286
TRK,-80.6864914947794,35.35486913845252
MYNG.1,-85.65828737662338,40.68579325974026
STRT,-88.0029387,43.1488163
ALLB,-88.6385826,42.4444162
DLTR,-76.24103216104068,36.769511050000006
RVFD,-95.3960560211123,29.76150853763535
SOSO,-70.65246082861296,41.7515219
FWVB,-80.6991288,40.12105
NESCQ.,-95.83874441921762,36.07957995072348
UCM1,-87.6322318,41.8758283
MJDLF,11.9740146,57.6891749
INFN.2,-70.92307447376035,41.62888887834847
NATI,-97.7544838,30.3388843
3PHHH,-82.92030867863586,40.01372785714545
RMDY,-3.036863,56.4742722
APRN,-70.10325437728466,41.2827003
CRB.5,-88.3461696784675,39.4832674
CBN.1,-70.72614967915493,42.1465022
MRSN,-1.5676667,53.8303789
TNTRQ,-122.05410307275982,37.389228618160125
RVHLQ,-115.1563704,36.145069
SPGN,-120.6546825,35.276321
3CVEO,0.3498297633861158,52.3245385
L.3,-71.16387820774356,42.72356375
BNV,-71.31637271868028,42.65136191569125
DSTM,-82.4079046,34.7898783
AMNUQ,-70.9343307222874,42.5723618
BWFC,-85.25847830130135,39.325766739499045
CMRN.1,-89.37951264705883,41.029232
SOBI,-82.98886570571806,41.50812554627423
ABC,-2.0874896,52.8088347
PCMI,-118.39356415526737,33.9229353
BDJI,-87.69365142292828,42.07023855717789
FNLYQ,18.3940861,-33.912131
3LUCO,-78.63037217565928,35.80435157795664
MBFI,-93.300364,37.200468
YCB,-70.61563345267737,41.45169345
MRVT,-119.867449,34.426537
PPMIQ,-88.542344,37.582395
DEH.,-3.1763861,55.9708626
GDDFF,-73.6951652,45.4715741
ATLO,-76.29814755000001,39.46566795
6027B,-71.49130639690699,42.73923625
3FSTH.,-89.098556,42.270472
NUEM,-90.72043459075304,42.49245243190636
MMTS,-94.50156314285715,37.07464185714286
NUDM,-90.72043459075304,42.49245243190636
CLAR.1,-122.9017404,47.0500105
TAIT,-118.62558011904761,34.44051304761905
TSH,-91.8084,29.989035
ANAD,-74.5043625,40.6340275
JXSB,-116.9827682983871,33.74623749193549
HAUP,-73.25317021895376,40.8093132
3CNYB.,-73.957461,40.722285
INKP,-75.27874355980724,40.13326589721123
EVST,-93.0275018,38.5975369
PGLD,-122.762938,45.591997
BHF,-80.837311523713,35.055553849999995
ISNS,-93.16742377372941,44.9550726
GIGB,-74.01441859133114,40.7147553
TPGH,-71.35815499693558,42.64797256327178
TNCXQ,1.1705625,52.9138141
RBBR,-80.13849142615929,25.99516497883181
CNAC,-97.968245,30.425687
GGBBF,-75.6367218,45.4233579
8798B,-73.9364829,40.742969
JCCIY,126.5590664,43.9095188
CALF,-75.51563512799494,40.05971685242376
ICOW,-75.51563512799494,40.05971685242376
FFBW,-85.98761602512563,43.23004220603015
HLIT,-119.7746833,36.8461871
DRI,-85.36869495588572,32.6467355
ATXI,-74.004428,40.73949833333333
BGPIQ,-79.08752574383179,34.511349720427646
EZEN,-71.38201951901888,42.59124685
RA.1,-79.8501374,43.2406404
FEIC,-122.9295564866197,45.54275835
RMD,-117.134327,32.825906
BWCF,1.1475602,52.0590691
BHB,-112.03643136950365,41.40723046238143
SOLO,-80.27942797959183,25.823191142857144
GADS.,-78.6332274,35.8321394
GPMT,-73.98353680295259,40.75375085
TTAI,-81.6027337,28.5682083
AKCA,-71.04698594908186,42.35043815
GOAU,-98.5525015,29.5092923
XELA,-96.905525704698,32.830790261744966
PRPO,-72.92733764058215,41.3246025
OSPR,1.1624062,52.9158873
BKR,-95.36395587755102,29.965540673469388
CMTA,-73.56624710016294,45.498201300000005
SID.,-79.3182072,43.6659707
SMMD,-92.843317,39.224849
PREF,-117.180672,33.138185
YOGAQ,-118.38570579242959,33.984821642940695
CLXT,-93.1846983,45.022773
CURV,-119.7791136,36.8121518
HYDB,-92.843317,39.224849
IGEB,-92.843317,39.224849
SPMV,-88.0302198,41.8224599
RGLB,-88.0302198,41.8224599
REEM,-88.0302198,41.8224599
USEQ,-88.0302198,41.8224599
REFA,-88.0302198,41.8224599
SUSC,-92.843317,39.224849
SUSB,-92.843317,39.224849
PETQ,-116.3496792,43.6880663
7689B,-0.1336074731083795,51.518483599999996
EMXC,-92.843317,39.224849
EFBI,-71.443329,41.491974
LS.,-86.998899,34.608888
EFL,-71.05188730224751,42.356326800000005
PDLB,-73.823283,40.966462
DMRL,-118.15161720274857,33.789473349999994
DMRS,-118.15161720274857,33.789473349999994
DMRI,-118.15161720274857,33.789473349999994
DMRM,-118.15161720274857,33.789473349999994
NXNN,-118.15161720274857,33.789473349999994
TRMT,-71.18392146353096,42.3578967
STRZA,-86.7161678,36.2493707
BJS,-95.446157,30.070372
VNCR,-77.45684102909597,38.880850062085564
AMCA,-92.843317,39.224849
JAGX,-122.3943077,37.777991
MDNA,-79.5727747,43.633017
DESP,-58.3629867,-34.6092867
FFIU,-73.6244335904844,40.7019162
FMDG,-73.6244335904844,40.7019162
CNTTQ,-79.4897929,43.7587747
PSND,-75.35589714413985,40.04849575
HBB,-77.5789332,37.6589784
IPOA,-74.14975148518256,40.9479679912706
RWX.,-79.3182072,43.6659707
DOTA,-73.25555361960973,40.7585043
NITE,-0.1375979,51.5230706
HAIR,-121.95572191834368,37.42163131623513
NCNA,-3.312274516695261,55.931284399999996
ROKU,-78.73881599753618,36.82597608444717
DCPH,-95.2688124,32.3437834
SECT,-119.0094715,38.2132137
HFMU.,-79.3931497,43.6476577
MFDX,-117.87377185329767,33.618892914705235
MFEM,-117.87377185329767,33.618892914705235
MFUS,-117.87377185329767,33.618892914705235
GHYB,-74.01441859133114,40.7147553
HJLI,-117.73658895790086,33.6363944
BPMP,-95.628861,29.779663
MOLC,-55.11096517755102,-27.478950797959186
LLQD,-92.843317,39.224849
FSB.,-79.3182072,43.6659707
MLQD,-92.843317,39.224849
IBDS,-92.843317,39.224849
GSEW,-74.01441859133114,40.7147553
MXDU,-83.00339788511123,39.9693732
RBIN,-83.00339788511123,39.9693732
FCW.,-79.41496748446677,44.60435341949815
OPTN,-73.9004282,43.4065066
FUV,-80.28610054082388,25.840154979772965
PBDM,-88.0302198,41.8224599
PBEE,-88.0302198,41.8224599
PBTP,-88.0302198,41.8224599
PBUS,-88.0302198,41.8224599
PBSM,-88.0302198,41.8224599
SWCH,-115.2065809,36.1571154
HXDM.,-77.86470356344086,34.221419299999994
MOSC,-76.30060945454545,40.04826204545454
BSCR,-88.0302198,41.8224599
HTRB,-77.81848683606941,37.62135189999999
PBND,-88.0302198,41.8224599
BSJP,-88.0302198,41.8224599
GOGO.,-98.5525015,29.5092923
ANGI,1.1624062,52.9158873
NUBD,-90.72043459075304,42.49245243190636
MCB,-84.61502217501959,31.75799455
LFEQ,120.9814277,14.6039261
MDB,121.0197117,14.4882591
CHGX,-87.37974870440027,46.5473253587753
FNKO,-122.2076105,47.9803703
ALTR,-83.11190144000625,42.56367331152893
CARG,-71.07630824525381,42.370141450000006
SCHK,80.2608452,6.8538725
USMC,-117.180672,33.138185
NEXA,-1.547891,43.4603893
DIAL,-71.05391861012899,42.3560992
FSCT,-121.95474341248178,37.40951065
PACK,151.0325023,-33.8530078
OZSC.1,-74.34279778761442,41.26761558356528
BRPA,60.6413833,56.8417598
PLCY,-89.60445318784349,37.29777522125742
DEMS,-89.60445318784349,37.29777522125742
GOP,-89.60445318784349,37.29777522125742
AIEQ,-0.13888524237025057,51.52217325
PMOM,-117.180672,33.138185
PVAL,-117.180672,33.138185
CBTX,-104.7503771,38.8782096
SCPH,-79.3931497,43.6476577
AQUA,-0.2129209,51.5302974
HADM.,-77.86470356344086,34.221419299999994
MBIN,-86.129643,39.9755585
USHY,-92.843317,39.224849
IFRX,11.57025558020943,50.909957750000004
GUDB,-97.8479405,30.2475057
GSUS,-74.01441859133114,40.7147553
DIVB,-92.843317,39.224849
MIND.,-77.86470356344086,34.221419299999994
FTVA,18.8317714,-34.1138087
MRBK,-75.518066,40.042142
STZHF,-74.15984879999999,40.62456495
CUE,-70.92490665,42.470054649999994
SEND,-118.15161720274857,33.789473349999994
LOV,13.4196495,52.4963939
HFRO,-77.4502113,43.2095885
VRNDF,-97.14218494885287,49.878939349999996
INOC.,-77.86470356344086,34.221419299999994
ENTR,60.6413833,56.8417598
OMFL,-88.0302198,41.8224599
PXUS,-117.180672,33.138185
OMFS,-88.0302198,41.8224599
OMOM,-88.0302198,41.8224599
OVOL,-88.0302198,41.8224599
OQAL,-88.0302198,41.8224599
OYLD,-88.0302198,41.8224599
OSIZ,-88.0302198,41.8224599
OVLU,-88.0302198,41.8224599
RWGE,-74.6996918,41.3660153
MCSB.,-79.388204,43.6506351
MIVG.,-79.388204,43.6506351
MPCF.,-79.388204,43.6506351
NMRK,-72.62048930612245,42.104746469387756
ILPT,-71.18392146353096,42.3578967
RBTTF,-77.86470356344086,34.221419299999994
EQH,-73.97887349473689,40.7604688
IHTA,-80.21411914285714,36.075586102040816
JPED,-73.97561496589915,40.7558452
IZRL,-93.27767216326531,44.95185887755102
QTRX,-71.238639,42.5126576
RROTF,-79.4640968,43.6984505
JPMF,-73.97561496589915,40.7558452
AMEH,138.5678006,-34.9505253
PWS,-75.51563512799494,40.05971685242376
ACT,-83.9274265,38.0433581
USAI,-75.51563512799494,40.05971685242376
CAAP,5.9596159,48.6952783
HMOP,-77.81848683606941,37.62135189999999
PCSA,-2.8622529421397918,43.2319324
ELOX,-71.2726074515625,42.4063813
VMD,-92.00388938297871,30.197491085106382
IAES,-74.01317859995396,40.7130186
LDRS,-88.042429,42.11324020477338
GPAQ,27.9787692,-26.1085075
HUD,-0.44639063244644017,51.4470161
GTES,142.1529283,-34.2206561
LSST,-71.05638984118119,42.35240955
DTEC,-88.3461696784675,39.4832674
ARMO,-76.42280856122976,37.66600165057815
TORC,-71.07395556669667,42.35043025
SLS,-84.50403283333334,39.046422166666666
LOUU,-73.96918422331547,40.7571876
EOLS,-91.1947606,35.6379792
AUXXF,-79.8955474,43.3310038
SHYL,-73.96918422331547,40.7571876
HYDW,-73.96918422331547,40.7571876
HYUP,-73.96918422331547,40.7571876
ADT,-80.0976927,26.394321
PLTM,-71.021328249094,42.06491530986291
VPRL,18.4502451,-33.9304241
IPSC,-84.293527,38.177899
FIVA,-70.96582042115384,42.2052736
MUDS.1,-73.97347439499461,40.76004965
TCL,-74.09905778296995,40.70054801854744
FIDI,-70.96582042115384,42.2052736
LHC,-0.14906,51.4999755
MTEC,-81.48889948743708,28.419695809479606
QEBH.,-79.388204,43.6506351
QDX.,-79.388204,43.6506351
QCE.,-79.388204,43.6506351
QUU.,-79.388204,43.6506351
QCN.,-79.388204,43.6506351
QHY.,-79.388204,43.6506351
JPLS,-73.97561496589915,40.7558452
QDXH.,-79.388204,43.6506351
QAH.,-79.388204,43.6506351
QSB.,-79.388204,43.6506351
QUIG.,-79.388204,43.6506351
QBB.,-79.388204,43.6506351
ZS,-121.95315076713209,37.41820535
LTNU,-81.74914485040163,41.47767615
JPMB,-73.97561496589915,40.7558452
TMFC,174.7744854,-41.2958601
DCAR,-88.3461696784675,39.4832674
CLBK,-74.1373323,41.6684706
XDIV,-75.547019,39.746521
IDIV,-75.5471898,39.7464534
PRPL,-79.0449846,35.9049219
DFBH,-73.97182615673627,40.75500425
MCPI,149.0974397,-35.457987
FZMD,-123.2639105,44.571936
BWB,-93.5606485,44.9026628
RCUS,-122.12294973165623,37.625466808627046
TRTLU,-73.9823005,40.7638038
DBX,-79.757945,36.122409
EXPFF,-122.2700701,49.1933292
SPOT,-0.6119487,43.1940443
DINT,-110.91557619138868,32.136581136538844
RFL,-93.2139413265306,30.228820040816327
ONE,121.430604,31.2514743
VRIO,-96.79876303794096,32.7796042
AMRX.2,-122.05547985550785,37.6156398
TDAC,-74.00824307214388,40.704203449999994
ZUO,-122.2477845,37.5286499
CNXXF,-73.995591,40.6453439
FIXX,-71.2580936,41.6016235
TKCM.1,-77.09606487949507,38.98431735
GHG,121.3943381,31.2020512
WH,-2.651190399999999,51.48869975
IBMM,-92.843317,39.224849
IETC,-92.843317,39.224849
IEHS,-92.843317,39.224849
IECS,-92.843317,39.224849
IEME,-92.843317,39.224849
IEFN,-92.843317,39.224849
IEIH,-92.843317,39.224849
LEVL,-72.6940401,41.7540173
SURF,-71.30444430769231,42.65300392307692
SMAR,-122.1999653,47.6183304
ALEAF,-79.49800858620912,43.8212507378566
MSUS,-70.84483583693834,42.508581497090134
IFRA,-92.843317,39.224849
CMDY,-92.843317,39.224849
QARP,-73.96918422331547,40.7571876
PULS,-93.21213751020409,30.22868130612245
STXB,-95.11911411398272,29.55518575
UBX,-72.87822882776695,41.3049064748848
VETS,-75.51563512799494,40.05971685242376
ESML,-92.843317,39.224849
FNG,-83.9274265,38.0433581
JMOM,-73.97561496589915,40.7558452
GMFL,-88.0302198,41.8224599
AMRCF,6.1821361,48.6914056
JDIV,-73.97561496589915,40.7558452
MXDE,-83.00339788511123,39.9693732
JVAL,-73.97561496589915,40.7558452
JQUA,-73.97561496589915,40.7558452
JMIN,-73.97561496589915,40.7558452
JHSC,-87.8801472,41.8715418
HTAB,-77.81848683606941,37.62135189999999
IG,-117.180672,33.138185
TGODF,-106.05035456440677,39.50075435
LASR,-122.2731269,47.6922345
CBLK,-71.27580435157523,42.4093134
8976B,-117.28551469821822,34.13139096755949
PRSP,-77.45684102909597,38.880850062085564
EVLO,-71.10762740233673,42.354024499999994
SRRK,-71.10762740233673,42.354024499999994
PS,-96.01137184090909,36.15548963636363
KNSA,-77.2467712,17.9694731
OBNK,-79.6776816873637,43.46634822511306
ABP,-2.149851,57.1670705
JRSH,-3.2158804195951376,54.123127249999996
VTIQ,-73.7343107966299,40.9248688
LQDI,-92.843317,39.224849
XCUR,-87.647639,41.8915214
MGTA,-71.09052121190669,42.36340775
INDS,-75.51563512799494,40.05971685242376
SLT,-75.51563512799494,40.05971685242376
RTL,-75.51563512799494,40.05971685242376
SRVR,-75.51563512799494,40.05971685242376
SMTA,-78.7840312,42.9539975
WRAP,-94.73368552173913,37.410969217391305
HSRT,-77.81848683606941,37.62135189999999
CVIAQ,-97.4273833,32.801974
FLIA,-0.0903632,51.5113812
CHRA,-85.52577798764997,38.2127384
VRCA,-73.846522,40.912684
USX,0.029469,51.5204672
AFGL,-77.54418500273705,40.44832239517734
TCDA,-122.3900729,37.6690894
TBIO,-111.89195157190228,40.7278093338138
CBMB,-76.5437193,39.3986789
DOMO,-111.77788977497374,40.3574907
OGIG,-71.05525862667966,42.358603200000005
GSAH.,-74.01441859133114,40.7147553
AIIQ,-71.77624817685557,42.594855800000005
AMAL,0.0565131,51.5538513
IAUF,-92.843317,39.224849
KZR,-122.3887765,37.6715149
AUTL,-0.2242361,51.5119347
FPAC.1,-75.54384943900737,39.751222276915115
JMST,-73.97561496589915,40.7558452
JUST,-74.01441859133114,40.7147553
FHI.,-79.3182072,43.6659707
DDOC,-86.1499368,39.5127796
NTGN,-78.901556,42.6517255
FLDR,-0.09919572253464243,51.514557749999994
BE,-119.7746833,36.8461871
BBRE,-73.97561496589915,40.7558452
BBJP,-73.97561496589915,40.7558452
BBEU,-73.97561496589915,40.7558452
LFAC,-73.9724077057048,40.76292415
RPAY,-84.418166,33.850588
