tic,longitude,latitude
UIHC,-93.270529,44.974684
EST.4,-90.502648,14.5894254
EYT,8.2223975,47.6195587
OSP,-82.45288629999999,27.9376679
CUT,-88.0302198,41.8224599
RSLS,-5.4334464,40.8596207
RLNT,-96.8546893,32.3763181
NES,-73.6532306,41.4574425
RLIA,-0.20435,5.5444356
EPB,-91.190545,32.398937
RBCN,23.7244111,37.9644444
PAR.3,-71.3596535,42.6281012
SFSF,23.3497271,42.6963024
SRCI,-88.3461696784675,39.4832674
SVAUF,-79.2907892,43.7614294
PTOI,-71.84230237089861,42.2637358
ORCD,-82.50645440404041,40.760818111111114
PVI,-88.0302198,41.8224599
PHB,-88.0302198,41.8224599
AGB.UN,-117.158045,32.7179701
IFAS,-92.843317,39.224849
IFEU,-92.843317,39.224849
IFGL,-92.843317,39.224849
IFNA,-92.843317,39.224849
IEUS,-92.843317,39.224849
BKF,-92.843317,39.224849
ECH,-92.843317,39.224849
AIA,-92.843317,39.224849
NMD,-90.72043459075304,42.49245243190636
ENTR.1,-117.18600258770483,32.90472535
GD.,-73.6391966,45.4282996
ESMK,-81.5432363,41.5620275
TITN,-96.89236790443515,46.8485917
WSHLY,120.3845004,31.5039463
VISN,-75.715853,20.9676565
LRN,-77.3960633882932,38.95137756053841
PKO,-117.87377185329767,33.618892914705235
FABK,-89.41209859794994,43.0671859930133
SAW,-90.49695434295889,38.64301435243606
PUF,-90.49695434295889,38.64301435243606
MYP.1,-90.49695434295889,38.64301435243606
WSI,-90.49695434295889,38.64301435243606
URX,28.0178966,-26.2081839
CLAS,-118.3282753,34.181984
FRMUF,150.8895652,-33.9235435
UCIX,-76.31651853061224,37.01893987755102
ITM,120.9814277,14.6039261
OESX,-76.358218,42.863753
LIA,-81.2597259,28.5245182
0233B,-0.0144987,51.4455158
GFGFQ,-97.697207,30.4529864
N,-122.3273221,37.5365747
MLS,-93.41492227082348,44.887833845664424
DFRG,-94.42876023868818,41.58647196183646
SCZ,-92.843317,39.224849
TOK,-92.843317,39.224849
IGF,-92.843317,39.224849
APPCQ,-77.623373,43.157869
MYND,-122.21796615,37.774167399999996
DCTI,-73.97062693376708,40.76112555
GRE.Z,-79.41496748446677,44.60435341949815
TAO,-88.0302198,41.8224599
VPRB,-103.535637,46.12248
RCR,-71.18392146353096,42.3578967
EMB,-92.843317,39.224849
CLYAF,-92.843317,39.224849
FPLSF,-97.6958765,31.3666912
RCKXF,-76.9946841,38.8456681
PBP,-88.0302198,41.8224599
SCJ,-92.843317,39.224849
JUHL,-76.980671965752,38.87189682813455
ELXR,-71.11335057191317,42.36213265
GRHHQ,-97.3942499383958,27.751314377776488
PIZ,-88.0302198,41.8224599
PIE,-88.0302198,41.8224599
PRY.3,-88.0302198,41.8224599
SATS,-104.8654205,39.5769945
CSOC,-1.8231789,52.5662866
CEXE,-80.28161948444153,25.8721222
TFCCF,-79.3007828,43.7080955
MLN,120.9814277,14.6039261
DNBK,-83.075053,42.434838
SFBC,-122.3231613,37.5651527
ETR8,-95.46999455555556,30.16046788888889
KOL,120.9814277,14.6039261
BWEN,138.6732047,-34.905159
HMR,-96.1080513292401,30.917144108725893
RISK,-74.00931751736526,40.70779725
GLE.U,-3.3838494,50.6232562
OGSM,-67.4707168,44.7217494
CYH.,-92.843317,39.224849
HNUZF,-77.86470356344086,34.221419299999994
HZOZF,-77.86470356344086,34.221419299999994
HBNNF,-77.86470356344086,34.221419299999994
HBTPF,-77.86470356344086,34.221419299999994
PGX,-88.0302198,41.8224599
PQBW,-88.0302198,41.8224599
AHC,-121.28573295918368,37.93123742857143
HBCGF,-77.86470356344086,34.221419299999994
BTTGF,-77.86470356344086,34.221419299999994
EBSB,-72.57540935983147,44.25435435
IPCM,-118.3865453,34.1846135
TSMA,-81.5416223581619,40.79192713467803
BOX.2,-74.07353540816327,41.04262467346939
BJK,120.9814277,14.6039261
BHL,-89.7950008,35.1851978
CLFMF,-92.843317,39.224849
HAO,-88.0302198,41.8224599
ARST.1,-122.05207014803102,37.3168437
MAKO,-80.2289767182042,26.086516155292315
CRTM,-79.54324281976297,44.07403594377082
CYMGF,106.8066051,10.8745336
PIN,-88.0302198,41.8224599
CSII,-93.99519,31.155289
RGSEQ,-122.63528284784383,47.57542425
GSY,-88.0302198,41.8224599
ALGM.1,-71.4451649248086,42.93962665
ABE.1,-98.48252601400809,29.616846271283418
AWK,-85.498528,40.879933
ANAC,-122.10652245942768,37.4314335
BWO,-111.95174029281357,41.18681246636093
DPSI,-71.7658714,42.2762266
IBAS,28.0940902,-26.1451657
DVYD,-71.1629133,46.827723
CMR.,-92.843317,39.224849
BPW,-101.4513595,32.2476355
GFKRF,146.1290319,-37.2684689
RWL,-88.0302198,41.8224599
RWK,-88.0302198,41.8224599
RWJ,-88.0302198,41.8224599
MEDS,-82.46136786043243,28.21285166895056
ONBI,-83.4092934,33.9913589
0038A,-75.21465742857143,43.10018640816327
SMB,120.9814277,14.6039261
V,-75.4619552,40.0434073
EMPK,-73.2466492,40.8282796
CATPF,172.62592613124747,-43.5662646
LMDIA,-82.6796701,34.7826261
HMDEF.1,-4.5449791,50.8289169
BLRC,-121.94624240681402,37.404258804781854
DTWO,-121.877368,37.660836
EMPH,-76.095128,39.538069
FN,-71.47546456578264,43.02940994867013
FUBC,-80.1360112,26.1370669
SMAK.1,-118.31311668331047,33.84500093621379
SWRL,-79.66062603958072,36.338926623947444
PM,-76.39222927581434,36.99161145
HI,-91.622447,35.568332
CAVO,-118.15161720274857,33.789473349999994
LOGM,-70.96835490000001,42.20284585
BOST,-89.79496145526329,35.052835874410874
CYDX.1,-94.70661879431891,38.97574638821674
SLNT,-70.80149978674935,43.074154496345805
CCXI,-86.26614256303307,31.27660180384685
SWI,-122.10433615067689,37.642157
GLAS,-71.49120526986817,42.296278349999994
DPS,-80.0892765,26.8383233
0055B,-81.37916543450783,28.537212150000002
PKN,-88.0302198,41.8224599
ACWI,-92.843317,39.224849
ACWX,-92.843317,39.224849
THD,-92.843317,39.224849
EIS,-92.843317,39.224849
TUR,-92.843317,39.224849
HKE,-90.0511146,29.9520945
ERII,-74.67204369820945,40.57990581305821
PSE,-96.94014428203826,32.86963763370335
NAME.1,-95.85741685714285,43.17588657142857
RXDX.1,-117.173291,32.888859
NMEX,-74.1753872,40.9214278
PNXQ,-88.0302198,41.8224599
PQSC,-88.0302198,41.8224599
NXFI,0.0228827,51.5211261
AUS,-76.61824144680851,39.29844714893617
LDN,-76.61824144680851,39.29844714893617
VRS,-84.21419743515455,39.62416155
NX,-117.158045,32.7179701
PMA,-88.0302198,41.8224599
PLK,-84.38735117676768,33.7938544040404
PQY,-72.53367639431305,42.05114151241051
PQZ,-88.0302198,41.8224599
DAX.1,-76.61824144680851,39.29844714893617
WES.3,-95.45076,30.161205
XANO,-105.00376874739317,39.7555323
CDNA,-122.398017,37.6662067
CDXS,-122.21684546216147,37.499678349999996
6179B,30.7973721,46.5775407
TAN,-88.0302198,41.8224599
TYI,-76.61824144680851,39.29844714893617
HKG,-76.61824144680851,39.29844714893617
FRC.3,-76.61824144680851,39.29844714893617
PMBS,-89.61079125331177,44.91502174260808
WMPN,-74.326531,41.402576
LRCPF,0.4770374,51.791967
AGNC,-77.09606487949507,38.98431735
KWT.2,120.9814277,14.6039261
URBF,-78.6483872,46.7708209
RUM.,-122.8096551,49.0497143
RAX,-98.3963629,29.507734
LNDG,-85.63612119733169,35.83597622842884
XCPL,-117.7221078,33.6207329
NQEXF.1,6.1821361,48.6914056
HCI,-6.3177022,53.2937612
PTO,-88.0302198,41.8224599
PAO,-88.0302198,41.8224599
PCA,-88.0302198,41.8224599
CHIT,-81.6689632,30.3802925
NXSN,-1.7689986,52.5315029
DGI,-85.324385,43.833262
EPOC,49.8865821,40.3817259
RDOG,-88.3461696784675,39.4832674
ITL,-76.61824144680851,39.29844714893617
JNB,-76.61824144680851,39.29844714893617
SGT,-76.61824144680851,39.29844714893617
NEPI,-97.7210636,30.3361676
IOVA,-122.2473294,37.5072375
GWRI,27.2778359,-25.6343773
LOPE,-121.74251270953206,37.91040901350559
SNO,-76.61824144680851,39.29844714893617
BRU,-76.61824144680851,39.29844714893617
AEX,-76.61824144680851,39.29844714893617
MLVF,-75.70433953605284,40.00623975610398
VTC.4,-118.2768606,34.0205401
SINO,131.0410875,-12.4733176
TAV,-76.61824144680851,39.29844714893617
LIS,-76.61824144680851,39.29844714893617
FLSS,-98.383529,40.936385
ADFS,-96.61226255987586,33.21427574970358
GLTC,28.199065,-26.244652
KBRS,-91.1947606,35.6379792
SNI,-84.10968543604334,35.91483069768149
BKJ,-74.0481015,40.7380512
BBLKF,-0.12060438544659743,51.486551199999994
HBCP,-92.01856206250001,30.18182125
NXTG.1,-121.9107603066529,37.3963442645549
PNQI,-88.0302198,41.8224599
FRN,-88.0302198,41.8224599
PMNA,-88.0302198,41.8224599
MTPK,-118.14788530258149,34.016609022478775
MG,-79.38122187215913,36.61724979636368
0505B,-70.96467705366301,42.52074505733434
CPEX,-2.162036317476738,50.8625903
HQU.,-77.86470356344086,34.221419299999994
HSD.,-77.86470356344086,34.221419299999994
HQD.,-77.86470356344086,34.221419299999994
HSU.,-77.86470356344086,34.221419299999994
CBGL,-123.2638918,44.571437
IQE,-76.61824144680851,39.29844714893617
BKI,-76.6087041,39.2753517
AGAM,-93.405577,45.04742875510204
WOOD,-92.843317,39.224849
FCHI,-92.843317,39.224849
ICLN,-92.843317,39.224849
NUCL,-92.843317,39.224849
SPAG,-114.07489796405753,51.03961425
UOY,120.994969,14.6468828
DOY,120.994969,14.6468828
PWND,-88.0302198,41.8224599
ZONE,-120.84373718796205,35.35978554476487
TBCRF,-67.287008,45.1863489
ILG,-100.4890618,31.4264664
KGEIF,-119.0588163,34.2172893
HSNI,8.42339037664398,50.57445465
ATVI,-118.45306291651711,34.02028796382687
TREE,-80.85994006453663,35.06022755
AFK,120.9814277,14.6039261
PTAM,60.6413833,56.8417598
LBTG,-2.1766263,53.468087
SDRYF.,153.0050308,-27.4191459
BONU,145.3019198,-38.0679542
DANB,-96.89413247488758,32.8745932
RXN,-87.9161464,43.0289894
BERY,-72.88867841919185,41.289974378288676
KITE.1,-114.0611932,50.8674942
GCL,114.15830203919919,22.28382555
MES,120.9814277,14.6039261
STRI,6.0909721,52.5140241
AGDXF,-79.3764057,43.6507482
CLDPQ,-105.4369601,44.0573631
AONEQ,-74.01441859133114,40.7147553
MYRG,31.0358013,29.9926503
CWL,-73.6532451,40.6970233
VRSK,-101.45318246511629,32.246955790697676
CCNB,-82.6489713877551,27.80653548979592
AGMX,-117.29479532201847,33.1393752
ART,-90.129308,32.45791800000001
AAXJ,-92.843317,39.224849
ABBB,-72.65397912499999,41.558972625
BHLL,-79.3750388,43.6526534
OGXI,-77.8506289,42.9725371
IGREF,-92.843317,39.224849
AVGO,-121.90082674986563,37.38723166595006
FFD,18.3940861,-33.912131
OGAR,-71.547837,41.708834
SEA.3,-88.10076101047261,41.80761412005849
CIF.,-92.843317,39.224849
BLPG,-117.8569869,33.7529133
SAUC,-122.1999653,47.6183304
HAP,120.9814277,14.6039261
DUCP,-78.23692461660369,35.503595891537984
MDTC,-76.6264153,39.3208759
JRE,-76.61824144680851,39.29844714893617
PGXPF,-77.4173237,37.5472514
TFIV.1,-122.71824844582828,45.43786355
PAGG,-88.0302198,41.8224599
PBTQ,-88.0302198,41.8224599
PKOL,-88.0302198,41.8224599
PSAU,-88.0302198,41.8224599
PSTL.1,-88.0302198,41.8224599
PTRP,-88.0302198,41.8224599
GWTI,-111.8080052,33.2708547
RST,1.3493402,51.2334992
XHM.A,-79.38169179283025,43.6487681
WEN.P,-84.35061364307683,33.9302061
TRNX,-73.706245,40.739733
DUK5,-91.25452525510204,41.09161854081633
CFL.2,-97.01339144001105,32.9306819451393
GPRE,-84.211593,30.432858
PXR,-88.0302198,41.8224599
MWAV,-85.68420286138439,43.620408388729174
DMRC,-122.79328492079216,45.45174985
SIXD,-88.3461696784675,39.4832674
ANCB,-122.82766,47.041577
AIDC,-77.91662632653062,35.72849451020408
TZD,-92.843317,39.224849
TGR,-92.843317,39.224849
SUB,-92.843317,39.224849
AOM,-92.843317,39.224849
AOR,-92.843317,39.224849
AOK,-92.843317,39.224849
AOA,-92.843317,39.224849
AGZ,-92.843317,39.224849
TZE,-92.843317,39.224849
TZG,-92.843317,39.224849
TZI,-92.843317,39.224849
TZL,-92.843317,39.224849
TZO,-92.843317,39.224849
TZV,-92.843317,39.224849
CBU.,-79.3182072,43.6659707
CCLP,-95.477168,30.3338398
RWW,-88.0302198,41.8224599
UPIN,-88.3461696784675,39.4832674
MYG,-76.61824144680851,39.29844714893617
FSBW,-122.32710617044137,47.79966626151441
PSR,-84.38735117676768,33.7938544040404
RTR,-74.01543606304264,40.712272049999996
CLWR,-97.26509082857143,35.23419937142857
SCDA,-82.58519799999999,28.88120475
GIG.1,-121.9556404841271,37.42163099742108
FACT,-71.043488,42.3507475
ASO.2,-73.97227245489567,40.75775605
ZVO,-111.81077603369882,33.279969050000005
BCDI,-118.2209014,34.1241595
NRBT,-78.736509,35.784534
IDX,120.9814277,14.6039261
IGOV,-92.843317,39.224849
ISHG,-92.843317,39.224849
RWV,-74.01543606304264,40.712272049999996
PMIC,-75.91338040827407,42.11063400427256
MDSO,-0.008419749328203871,51.54285315
SMT,-114.13749982889792,51.08676295
PRB,120.9814277,14.6039261
OPEN.4,-122.4023387,37.7886346
BKUH,-74.01317859995396,40.7130186
HYD,120.9814277,14.6039261
KANP,-83.926727,42.613886
NUW,-90.72043459075304,42.49245243190636
CLAYF,-92.843317,39.224849
RIVE,-74.019104,41.935321
CSJT,-75.4619552,40.0434073
HIX.,-77.86470356344086,34.221419299999994
PLSB,-76.8901227,43.187438
OPI,-71.18392146353096,42.3578967
JGHG,-79.3931497,43.6476577
ALSO,34.801384906098356,32.08254365
DHCPQ,-78.858773,38.395885
PSF.UN,-79.3182072,43.6659707
ADMP,2.8954166,42.6977119
ISMKF,-92.843317,39.224849
NJV,-90.72043459075304,42.49245243190636
NYV,-90.72043459075304,42.49245243190636
NPN,-90.72043459075304,42.49245243190636
NCB,-90.72043459075304,42.49245243190636
GVT,-71.05391861012899,42.3560992
NGRC,11.576213468429275,48.03390105
BRF,120.9814277,14.6039261
OPXS,-82.96146488180071,35.456682381480675
HASC,-84.700898,33.751111
HEWA,19.7518623,-17.9283517
LEDCF,-97.33568980234008,35.230026810326486
EOT,-71.05188730224751,42.356326800000005
CPC.3,-3.7121466,40.413253
CGBLF,-92.843317,39.224849
FFMH,-83.70954954216867,43.00698093975903
TUZ,-117.87377185329767,33.618892914705235
ENVI.1,-82.7235442,28.2502336
NTEK,-121.91583811029327,37.39465355643718
WMC,-103.85525836361927,44.483467056566944
MRRHF,-79.41533887353137,44.60419908037783
EMIF,-92.843317,39.224849
EPU,-92.843317,39.224849
XEM.,-92.843317,39.224849
HUG.,-77.86470356344086,34.221419299999994
HUZ.,-77.86470356344086,34.221419299999994
HUN.,-77.86470356344086,34.221419299999994
HZD.,-77.86470356344086,34.221419299999994
HZMXF,-77.86470356344086,34.221419299999994
LOTE,-0.1904117028895975,51.5257722
EQL,-88.3461696784675,39.4832674
TIN.H,-79.38199760505759,43.6478992
WTKN,-74.140084,40.627403
CFN,-117.23195051467519,32.92024800350722
ISVRF,-92.843317,39.224849
SYIFF.1,-122.1999653,47.6183304
CCWFQ,-77.43369574001821,38.885153823049706
BUDZ,-110.86674055613466,32.296609947962445
JBS,-104.85505425239884,40.4120341
ASPS,6.1195193,49.6099355
PMT,-118.82032538024897,34.150932464248065
TPZ,-94.678746,38.919687
OCTX,8.723511096145376,47.4964491
NVGC,2.4115468,48.8231037
0521B,-104.86782525540806,39.5491669
ACOM,-111.66383581296266,40.29749409042842
HIWCF,-79.3931497,43.6476577
H,-87.62282335877902,41.902918
FTNT,-121.9959918,37.3739796
STWD,-73.6475133,41.0178757
0165A,-83.4767498,33.9388439
VNM,120.9814277,14.6039261
PLPL,-0.1446751,51.5142957
STPZ,-117.87377185329767,33.618892914705235
DMN.PA,-79.57646536478086,43.686528335156375
ESSX,-81.686271,28.440854
EVSP,-116.51815205278663,33.83442712153201
LTPZ,-117.87377185329767,33.618892914705235
TIPZ,-117.87377185329767,33.618892914705235
DENT,-83.9274265,38.0433581
TTTM,-117.8754202,33.6710747
TENZ,-117.87377185329767,33.618892914705235
IDWM,-93.2139413265306,30.228820040816327
NTLK,-80.21740585,25.924367750000002
RUE,-74.005665,40.886183
RPQ.PA,106.8066051,10.8745336
OBAF,-77.2528609,39.1887234
KAR,-89.6718044,39.8020289
OTCM,-74.016956796773,40.71443025
CRBQ,-88.3461696784675,39.4832674
OMER,-122.36054947896716,47.6198538
SRNE,-117.20970378814643,32.89466392159234
GEBRF,-76.82849533333332,42.08928366666667
VLLX,-117.7097443,34.4569535
NEV,-90.72043459075304,42.49245243190636
IWX,-92.843317,39.224849
IWL,-92.843317,39.224849
IWY,-92.843317,39.224849
6783B,-79.3182072,43.6659707
ESR,-92.843317,39.224849
RPX,-71.05391861012899,42.3560992
RWG,-71.05391861012899,42.3560992
CULL,-94.72440736037818,44.29438211934803
MINM,-70.870556,42.806389
DLMAF,-73.669724,45.4918438
FIVZ,-117.87377185329767,33.618892914705235
ZROZ,-117.87377185329767,33.618892914705235
YAO,-88.0302198,41.8224599
BALT,-73.9741826123375,40.7560254
CCME,12.4788218,41.9051055
OMNT,60.6413833,56.8417598
SWHN,120.9814277,14.6039261
ORGS,-70.375056,41.671111
IPCIF,-0.19491394231436043,51.35690225
FIG.,-79.41533887353137,44.60419908037783
PTAXF,-80.3716046,25.760786
CRBA,-88.3461696784675,39.4832674
CRBI,-88.3461696784675,39.4832674
CAGZ,-96.16322477242622,33.58741964821594
ASPW,-77.65891982828282,43.171932909090906
SCHB,80.2608452,6.8538725
SCHX,80.2608452,6.8538725
SCHA,80.2608452,6.8538725
SCHF,80.2608452,6.8538725
COWN,-73.97072421562865,40.7578529
FLNT,-74.016956796773,40.71443025
AAINF,-123.1803539,49.231062
MRK.P,-80.327448,36.1658053
LSTZA,-82.6796701,34.7826261
GDXJ,120.9814277,14.6039261
BRGO,-99.043697,29.864498
TRNO,-122.40250385766515,37.79050305
GPRC,125.21190410682357,11.108045050000001
ALT.8,-92.843317,39.224849
BAB,-88.0302198,41.8224599
MINT,-117.87377185329767,33.618892914705235
HSFD,-77.4617167476928,37.51511735
PRVW,-80.12716281665814,26.30886459122309
ISHQF,-92.843317,39.224849
0166A,-83.4767498,33.9388439
BRIOF.1,-79.3931497,43.6476577
HAC.,-77.86470356344086,34.221419299999994
INDY,-92.843317,39.224849
EFC,-2.5218420926332197,51.473542699999996
CALX,-121.9251768,37.377247
STK,-71.05391861012899,42.3560992
AOL,-78.778707,42.9027628
HGSH,121.0541444,30.8554077
JLS,-90.72043459075304,42.49245243190636
PLND,120.9814277,14.6039261
MUNI,-117.87377185329767,33.618892914705235
TLG,-122.4064204,37.7530587
ST,-71.77263083103013,42.51001798021051
TFDI,-118.39850714927736,34.06837279680362
NRH,-73.97146405,40.7589867
LLS,-121.8157257,36.5750732
IGLB,-92.843317,39.224849
ILTB,-92.843317,39.224849
CQQQ,-88.0302198,41.8224599
STEV,-85.656236,44.679927
TRO,4.5207993,52.1469363
EGC,4.9259729,52.360026
SCHG,80.2608452,6.8538725
SCHV,80.2608452,6.8538725
EGGZ,-117.922208,34.0016587
BLNK,-96.6272784,40.8118849
0625B,-121.93056988658174,37.4766639
MERU,-76.5553936759258,43.04033950641937
NOTQF,-93.026794,44.873618
CLPT,-117.70547146303565,33.6621765
MBCFF,-81.3855019023244,19.2921142
ENTCF,-122.8801987,49.2098561
VUZI,-85.148444,33.995311
TSRX,-117.1836303,32.8877769
AFCB,-120.31191410087467,46.37671634966466
MUAA,-92.843317,39.224849
MUAB,-92.843317,39.224849
MUAC,-92.843317,39.224849
IBMD,-92.843317,39.224849
IBME,-92.843317,39.224849
IBMF,-92.843317,39.224849
CHB.,-92.843317,39.224849
SCHC,80.2608452,6.8538725
SCHE,80.2608452,6.8538725
NAUH,-103.250935,44.014283
DQ,120.5697314,22.8786642
MSGN,-82.57823682313634,35.576232409355256
CFE.UN,-79.3182072,43.6659707
WCAT,-88.3461696784675,39.4832674
VPYYF,-122.1999653,47.6183304
LAN.,-123.129356,49.2905908
NMKEF,1.3449147,45.8837714
EFLT,-97.2170961,32.7928588
AXFN,-92.843317,39.224849
EMFN,-92.843317,39.224849
EMMT,-92.843317,39.224849
EUFN,-92.843317,39.224849
FEFN,-92.843317,39.224849
GMMB,-71.05391861012899,42.3560992
GMTB,-71.05391861012899,42.3560992
PLOW,-88.00153584813054,43.159000509715185
SMMU,-117.87377185329767,33.618892914705235
HIU.,-77.86470356344086,34.221419299999994
SUSA.1,-84.58186341764451,36.38349193427342
HGLI,118.0895667,24.4867743
SLRC,-76.61894746991535,39.295418049999995
HAL.,-77.86470356344086,34.221419299999994
GFLY,-86.0488899,39.9265316
HCMC,-80.16466813981351,26.04355152034079
NEXX,-72.4041739,41.351536
ACMP,-80.27548415719279,26.128410536289103
EXPR,-70.74993119676978,41.7757718
EGPT,120.9814277,14.6039261
PCEF,-88.0302198,41.8224599
BAB.UN,-117.158045,32.7179701
CIQ.UN,-79.3931497,43.6476577
AVTD,-2.1766263,53.468087
DSKX,-3.2480408,54.245503
BEEM,-94.799048,39.785272
JMT,-90.72043459075304,42.49245243190636
ISE.Z,-117.0572681731762,32.939619750000006
MSLP,-118.5906055,34.1937787
HALN,-117.9527582,33.8535096
SUIC,-73.8303337,40.7603477
GDOT,-118.023076,34.151102
PEP.R,-73.69283077813627,41.03486335
BXIOF,-79.841464,43.2697938
FTEN,-121.94468152717994,37.41895019410946
PKPH,12.1365795,46.5371579
WREI,-88.0302198,41.8224599
MNTUF,-79.3750388,43.6526534
PTXTQ,-90.2002694,38.6644219
NSM,-96.9884899,32.9291642
CBOE,-78.9488514,36.0131864
AAM,23.7314455,37.9665011
5051B,-70.52312293100431,41.37287925
TELX,77.0995473,28.428221
ADFT,-71.3596535,42.6281012
GNMK,-81.5664958,28.8561292
LWSCF,-122.5621015,37.9763864
ONE.2,-72.62461277777777,42.578684888888894
EACO,-117.80888350879259,33.863588476364214
NVFY,-118.2442287,34.0210621
SAJA,-89.79051,43.5829883
AOSL,-121.9877969,37.3804335
PBFCU,-90.10252048903239,29.880932813388725
PSCM,-88.0302198,41.8224599
PSCE,-88.0302198,41.8224599
PSCF,-88.0302198,41.8224599
PSCI,-88.0302198,41.8224599
PSCT,-88.0302198,41.8224599
PSCC,-88.0302198,41.8224599
PSCU,-88.0302198,41.8224599
PSCH,-88.0302198,41.8224599
PSCD,-88.0302198,41.8224599
LATM,120.9814277,14.6039261
ARX,145.1430906,-37.8158267
PTRDF,-1.9111114,52.4784122
SMGI.2,-74.11820130044548,40.6041814
DLC,-73.18513856575102,41.238538533792926
ARZ,-1.559228,54.8826574
IFCR,31.5444656,30.0460425
NPTN,-121.9269044,37.3919033
FADCF,-79.3182072,43.6659707
TYF.UN,-122.3132738,47.6563035
TNGO,-93.23289799367376,37.21839653175675
NXPI,5.4603907,51.4088881
SBOT,-94.19340626425844,41.025855158489954
TXLZF,-114.04061764562869,51.0908864
XYLTF,-79.3541413,43.7580704
NBB,-90.72043459075304,42.49245243190636
VRE,-0.2899219,51.5539196
CCWOF,-119.198547,46.271796
RP,-76.315207,39.446739
TFM,-111.8920853,40.4277888
IRSH,-70.96700732146869,42.21403323382719
EIDO,-92.843317,39.224849
EIRL,-92.843317,39.224849
EUSA,-92.843317,39.224849
CRDE,-85.36678977960986,39.36372271706495
GFGY,-102.299932,43.235074
MDMC.1,8.2036015,60.5493957
LRSV,-70.77463437767855,42.1563256
LMAC,-71.16387820774356,42.72356375
USFP,178.4238885,-18.1391987
PATH,-121.5570143,37.7887468
CCG,-80.829914,35.157387
CFG.3,121.0662083,14.7174686
FAF,-117.8602156,33.7019956
NASI,-71.06317,42.295092
FSE,-74.0339995,40.7194979
FSA,-74.0339995,40.7194979
FSU,-74.0339995,40.7194979
FOL,-74.0339995,40.7194979
FSG,-74.0339995,40.7194979
EPOL,-92.843317,39.224849
5141B,-81.66431104081633,30.32931920408163
WKHS,-70.97655783506747,42.188818850000004
ZIP,-71.0470782,42.3512951
ASTV.1,-82.71562230756801,27.8999963548079
PICB,-88.0302198,41.8224599
TSLA,-79.768233,32.905461
PRMS,-79.948735,35.978377
TRP1,-98.22140903846154,44.36555992307692
PTQQF,-78.5633373,35.8704953
TRNX.1,4.919771,52.3479361
RHSC,-71.341155,41.473517
SEA,-88.0302198,41.8224599
1059B,-122.1041213,37.4257887
IPHI,-121.94077620681819,37.40529995
STND,-79.78388764472345,40.432539955319676
ELMD,-106.5749853,52.318981
GLCN,120.9814277,14.6039261
ROAOF,-75.3309159635731,39.89609645
VPG,-121.5570143,37.7887468
BHZN,-91.0145568,38.4305933
EXD,-71.05188730224751,42.356326800000005
AFN,-80.64338,35.072699
CIB.,106.8066051,10.8745336
LLGX,-82.9939815,42.4637524
SABR.2,-96.9069997,32.6257093
SOWG,-96.90433029292929,32.82842938383838
GMANQ,-96.0146406,41.2444504
XTNT,-122.252446,37.7780168
VRA,-83.4323025,33.8742138
SCIN,-71.05391861012899,42.3560992
PEOP,11.9826616,52.8603925
TDRRF,-123.1079811,49.282277
AGLS,-83.9274265,38.0433581
BODY,-90.269988,38.6756489
1084B,112.9787661,23.1252857
BWXT,79.8535679,6.9388473
HEW.,-77.86470356344086,34.221419299999994
AXDI,-92.843317,39.224849
AXSL,-92.843317,39.224849
AXEN,-92.843317,39.224849
AXHE,-92.843317,39.224849
AXID,-92.843317,39.224849
AXIT,-92.843317,39.224849
AXMT,-92.843317,39.224849
AXTE,-92.843317,39.224849
AXUT,-92.843317,39.224849
HAB.,-77.86470356344086,34.221419299999994
PBY.UN,-79.3931497,43.6476577
FMSA,-3.1771033,55.9319849
HRZZF,-77.86470356344086,34.221419299999994
AADR,-83.9274265,38.0433581
EMLC,120.9814277,14.6039261
NTG,-94.678746,38.919687
HAA.,-77.86470356344086,34.221419299999994
SWFT,-112.2211903,33.4221569
ENSV,-104.9702808875503,40.20841521228144
USCZF,-84.31142577700835,35.46033460820139
PF,-85.751892,35.894455
CIVI,-71.05019395813278,42.3511151
APTS,-97.7260086,30.4023299
GNOM.2,-122.07325949041856,37.4239982
SCHP,80.2608452,6.8538725
SCHO,80.2608452,6.8538725
SCHR,80.2608452,6.8538725
CHI.,-92.843317,39.224849
DNAX,60.6413833,56.8417598
DRII,-115.1808643,36.1588556
CLAR,-111.83142902765273,40.68699642466753
INXX,-71.05391861012899,42.3560992
PWON,-80.3010792,25.998734
5240B,6.142434007156206,49.61259135
MOB,-75.436799,43.215668
NCTX,-74.13725274861376,40.913738601163416
EMGCQ,44.5007685,48.6971747
PACB,-75.8372936,41.2588348
CNNIF,-79.3182072,43.6659707
TXU1,-96.79915735890725,32.7832576
GLIN,120.9814277,14.6039261
AMLP,-88.3461696784675,39.4832674
TGF.UN,-67.287008,45.1863489
ENZL,-92.843317,39.224849
ESCT,-74.04332466780241,41.56165818850456
GLBR,-74.00906706900255,40.7032255
FPRGF,-73.7474267,45.4582533
ECON,-71.05391861012899,42.3560992
AAT,2.8954166,42.6977119
XCLK,21.213051548923076,48.8136526
HRZSF,-77.86470356344086,34.221419299999994
ELTTY,8.2967831,50.0136181
VRCV,-82.53811485714286,27.33485942857143
OFED,-88.237194,40.11745
BABZ,-117.87377185329767,33.618892914705235
CORP,-117.87377185329767,33.618892914705235
SGLB,-106.040243,35.622122
CNPI,114.3670889,34.7889751
CAZA,25.6545062,41.47773
WSML,-73.97995686116377,40.75925755
